game_id,turn,player,position,result,timestamp,game_state
20250318120229,7,player,"7,6",miss,2025-03-18 12:03:51,"5,7;3,3;4,3;5,3;6,3;7,3;7,6"
20250318120229,7,ai,"6,6",miss,2025-03-18 12:03:53,"3,5;3,7;5,5;4,5;5,4;5,6;6,6"
20250318120229,8,player,"8,1",miss,2025-03-18 12:03:55,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1"
20250318120229,8,ai,"6,5",miss,2025-03-18 12:03:57,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5"
20250318120229,9,player,"5,1",miss,2025-03-18 12:03:58,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1"
20250318120229,9,ai,"5,7",hit,2025-03-18 12:03:59,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7"
20250318120229,10,player,"2,1",miss,2025-03-18 12:04:01,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1"
20250318120229,10,ai,"4,7",miss,2025-03-18 12:04:02,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7"
20250318120229,11,player,"1,5",miss,2025-03-18 12:04:04,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5"
20250318120229,11,ai,"6,7",miss,2025-03-18 12:04:05,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7"
20250318120229,12,player,"2,7",miss,2025-03-18 12:04:07,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7"
20250318120229,12,ai,"4,6",miss,2025-03-18 12:04:08,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6"
20250318120229,13,player,"3,9",miss,2025-03-18 12:04:10,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9"
20250318120229,13,ai,"5,8",hit,2025-03-18 12:04:11,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8"
20250318120229,14,player,"7,8",miss,2025-03-18 12:04:12,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8"
20250318120229,14,ai,"6,8",miss,2025-03-18 12:04:14,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8"
20250318120229,15,player,"9,4",hit,2025-03-18 12:04:16,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4"
20250318120229,15,ai,"5,9",sunk,2025-03-18 12:04:17,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9"
20250318120229,16,player,"9,5",hit,2025-03-18 12:04:19,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5"
20250318120229,16,ai,"4,4",miss,2025-03-18 12:04:20,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4"
20250318120229,17,player,"9,6",hit,2025-03-18 12:04:21,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6"
20250318120229,17,ai,"5,3",miss,2025-03-18 12:04:23,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3"
20250318120229,18,player,"9,7",miss,2025-03-18 12:04:24,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7"
20250318120229,18,ai,"6,4",hit,2025-03-18 12:04:25,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4"
20250318120229,19,player,"9,3",sunk,2025-03-18 12:04:26,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3"
20250318120229,19,ai,"6,3",miss,2025-03-18 12:04:28,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3"
20250318120229,20,player,"9,2",miss,2025-03-18 12:04:29,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2"
20250318120229,20,ai,"7,4",hit,2025-03-18 12:04:30,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4"
20250318120229,21,player,"6,0",miss,2025-03-18 12:04:33,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0"
20250318120229,21,ai,"7,5",miss,2025-03-18 12:04:35,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5"
20250318120229,22,player,"8,0",miss,2025-03-18 12:04:36,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0"
20250318120229,22,ai,"7,3",miss,2025-03-18 12:04:37,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3"
20250318120229,23,player,"9,0",miss,2025-03-18 12:04:38,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0"
20250318120229,23,ai,"8,4",sunk,2025-03-18 12:04:40,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4"
20250318120229,24,player,"3,6",hit,2025-03-18 12:04:41,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6"
20250318120229,24,ai,"1,5",miss,2025-03-18 12:04:43,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5"
20250318120229,25,player,"3,7",miss,2025-03-18 12:04:43,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7"
20250318120229,25,ai,"2,4",miss,2025-03-18 12:04:45,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4"
20250318120229,26,player,"4,6",miss,2025-03-18 12:04:46,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6"
20250318120229,26,ai,"2,6",miss,2025-03-18 12:04:47,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6"
20250318120229,27,player,"3,5",miss,2025-03-18 12:04:48,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5"
20250318120229,27,ai,"3,3",miss,2025-03-18 12:04:50,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3"
20250318120229,28,player,"2,6",sunk,2025-03-18 12:04:51,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6"
20250318120229,28,ai,"4,2",miss,2025-03-18 12:04:52,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2"
20250318120229,29,player,"1,6",miss,2025-03-18 12:04:53,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6"
20250318120229,29,ai,"4,8",miss,2025-03-18 12:04:55,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8"
20250318120229,30,player,"1,3",miss,2025-03-18 12:04:56,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3"
20250318120229,30,ai,"5,1",miss,2025-03-18 12:04:57,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1"
20250318120229,31,player,"1,1",miss,2025-03-18 12:04:58,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1"
20250318120229,31,ai,"6,2",miss,2025-03-18 12:05:00,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1;6,2"
20250318120229,32,player,"4,0",miss,2025-03-18 12:05:02,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1;4,0"
20250318120229,32,ai,"7,7",miss,2025-03-18 12:05:03,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1;6,2;7,7"
20250318120229,33,player,"6,7",miss,2025-03-18 12:05:04,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1;4,0;6,7"
20250318120229,33,ai,"8,6",miss,2025-03-18 12:05:06,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1;6,2;7,7;8,6"
20250318120229,34,player,"8,9",miss,2025-03-18 12:05:07,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1;4,0;6,7;8,9"
20250318120229,34,ai,"9,5",miss,2025-03-18 12:05:08,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1;6,2;7,7;8,6;9,5"
20250318120229,35,player,"5,9",hit,2025-03-18 12:05:09,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1;4,0;6,7;8,9;5,9"
20250318120229,35,ai,"2,5",miss,2025-03-18 12:05:11,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1;6,2;7,7;8,6;9,5;2,5"
20250318120229,36,player,"6,9",hit,2025-03-18 12:05:12,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1;4,0;6,7;8,9;5,9;6,9"
20250318120229,36,ai,"3,4",miss,2025-03-18 12:05:13,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1;6,2;7,7;8,6;9,5;2,5;3,4"
20250318120229,37,player,"4,9",miss,2025-03-18 12:05:14,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1;4,0;6,7;8,9;5,9;6,9;4,9"
20250318120229,37,ai,"3,6",miss,2025-03-18 12:05:16,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1;6,2;7,7;8,6;9,5;2,5;3,4;3,6"
20250318120229,38,player,"7,9",sunk,2025-03-18 12:05:16,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1;4,0;6,7;8,9;5,9;6,9;4,9;7,9"
20250318120229,38,ai,"4,3",miss,2025-03-18 12:05:18,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1;6,2;7,7;8,6;9,5;2,5;3,4;3,6;4,3"
20250318120229,39,player,"5,5",miss,2025-03-18 12:05:21,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1;4,0;6,7;8,9;5,9;6,9;4,9;7,9;5,5"
20250318120229,39,ai,"5,2",miss,2025-03-18 12:05:22,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1;6,2;7,7;8,6;9,5;2,5;3,4;3,6;4,3;5,2"
20250318120229,40,player,"6,5",miss,2025-03-18 12:05:25,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1;4,0;6,7;8,9;5,9;6,9;4,9;7,9;5,5;6,5"
20250318120229,40,ai,"7,6",miss,2025-03-18 12:05:26,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1;6,2;7,7;8,6;9,5;2,5;3,4;3,6;4,3;5,2;7,6"
20250318120229,41,player,"2,2",hit,2025-03-18 12:05:27,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1;4,0;6,7;8,9;5,9;6,9;4,9;7,9;5,5;6,5;2,2"
20250318120229,41,ai,"8,5",miss,2025-03-18 12:05:29,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1;6,2;7,7;8,6;9,5;2,5;3,4;3,6;4,3;5,2;7,6;8,5"
20250318120229,42,player,"1,2",hit,2025-03-18 12:05:31,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1;4,0;6,7;8,9;5,9;6,9;4,9;7,9;5,5;6,5;2,2;1,2"
20250318120229,42,ai,"0,4",miss,2025-03-18 12:05:32,"3,5;3,7;5,5;4,5;5,4;5,6;6,6;6,5;5,7;4,7;6,7;4,6;5,8;6,8;5,9;4,4;5,3;6,4;6,3;7,4;7,5;7,3;8,4;1,5;2,4;2,6;3,3;4,2;4,8;5,1;6,2;7,7;8,6;9,5;2,5;3,4;3,6;4,3;5,2;7,6;8,5;0,4"
20250318120229,43,player,"0,2",sunk,2025-03-18 12:05:33,"5,7;3,3;4,3;5,3;6,3;7,3;7,6;8,1;5,1;2,1;1,5;2,7;3,9;7,8;9,4;9,5;9,6;9,7;9,3;9,2;6,0;8,0;9,0;3,6;3,7;4,6;3,5;2,6;1,6;1,3;1,1;4,0;6,7;8,9;5,9;6,9;4,9;7,9;5,5;6,5;2,2;1,2;0,2"
20250318122707,1,player,"4,4",miss,2025-03-18 12:27:44,"4,4"
20250318122707,1,ai,"5,6",miss,2025-03-18 12:27:46,"5,6"
20250318122707,2,player,"6,6",hit,2025-03-18 12:27:47,"4,4;6,6"
20250318122707,2,ai,"5,7",miss,2025-03-18 12:27:48,"5,6;5,7"
20250318122820,1,player,"3,7",miss,2025-03-18 12:28:20,"3,7"
20250318122820,1,ai,"5,9",miss,2025-03-18 12:28:22,"5,9"
20250318122820,2,player,"4,3",miss,2025-03-18 12:28:22,"3,7;4,3"
20250318122820,2,ai,"6,4",hit,2025-03-18 12:28:23,"5,9;6,4"
20250318122820,3,player,"6,5",hit,2025-03-18 12:28:24,"3,7;4,3;6,5"
20250318122820,3,ai,"7,4",hit,2025-03-18 12:28:26,"5,9;6,4;7,4"
20250318122820,4,player,"6,1",miss,2025-03-18 12:28:26,"3,7;4,3;6,5;6,1"
20250318122820,4,ai,"6,3",miss,2025-03-18 12:28:27,"5,9;6,4;7,4;6,3"
20250319122724,1,player,"4,5",miss,2025-03-19 12:27:34,"4,5"
20250319122724,1,ai,"8,4",miss,2025-03-19 12:27:36,"8,4"
20250319122724,2,player,"6,3",miss,2025-03-19 12:27:37,"4,5;6,3"
20250319122724,2,ai,"5,5",hit,2025-03-19 12:27:39,"8,4;5,5"
20250319122724,3,player,"6,6",hit,2025-03-19 12:27:40,"4,5;6,3;6,6"
20250319122724,3,ai,"4,5",hit,2025-03-19 12:27:41,"8,4;5,5;4,5"
20250319122724,4,player,"6,7",miss,2025-03-19 12:27:43,"4,5;6,3;6,6;6,7"
20250319122724,4,ai,"4,4",miss,2025-03-19 12:27:44,"8,4;5,5;4,5;4,4"
20250319122724,5,player,"6,5",hit,2025-03-19 12:27:46,"4,5;6,3;6,6;6,7;6,5"
20250319122724,5,ai,"6,5",miss,2025-03-19 12:27:47,"8,4;5,5;4,5;4,4;6,5"
20250319122724,6,player,"6,4",sunk,2025-03-19 12:27:48,"4,5;6,3;6,6;6,7;6,5;6,4"
20250319122724,6,ai,"5,6",hit,2025-03-19 12:27:50,"8,4;5,5;4,5;4,4;6,5;5,6"
20250319122724,7,player,"7,5",miss,2025-03-19 12:27:51,"4,5;6,3;6,6;6,7;6,5;6,4;7,5"
20250319122724,7,ai,"5,7",hit,2025-03-19 12:27:53,"8,4;5,5;4,5;4,4;6,5;5,6;5,7"
20250319122724,8,player,"7,6",hit,2025-03-19 12:27:53,"4,5;6,3;6,6;6,7;6,5;6,4;7,5;7,6"
20250319122724,8,ai,"6,7",miss,2025-03-19 12:27:55,"8,4;5,5;4,5;4,4;6,5;5,6;5,7;6,7"
20250319122724,9,player,"8,6",miss,2025-03-19 12:27:56,"4,5;6,3;6,6;6,7;6,5;6,4;7,5;7,6;8,6"
20250319122724,9,ai,"5,8",hit,2025-03-19 12:27:57,"8,4;5,5;4,5;4,4;6,5;5,6;5,7;6,7;5,8"
20250319122724,10,player,"5,6",miss,2025-03-19 12:27:58,"4,5;6,3;6,6;6,7;6,5;6,4;7,5;7,6;8,6;5,6"
20250319122724,10,ai,"4,6",miss,2025-03-19 12:28:00,"8,4;5,5;4,5;4,4;6,5;5,6;5,7;6,7;5,8;4,6"
20250319122724,11,player,"5,5",miss,2025-03-19 12:28:02,"4,5;6,3;6,6;6,7;6,5;6,4;7,5;7,6;8,6;5,6;5,5"
20250319122724,11,ai,"3,5",hit,2025-03-19 12:28:04,"8,4;5,5;4,5;4,4;6,5;5,6;5,7;6,7;5,8;4,6;3,5"
20250319122724,12,player,"5,4",miss,2025-03-19 12:28:05,"4,5;6,3;6,6;6,7;6,5;6,4;7,5;7,6;8,6;5,6;5,5;5,4"
20250319122724,12,ai,"5,4",miss,2025-03-19 12:28:06,"8,4;5,5;4,5;4,4;6,5;5,6;5,7;6,7;5,8;4,6;3,5;5,4"
20250319122724,13,player,"7,7",hit,2025-03-19 12:28:07,"4,5;6,3;6,6;6,7;6,5;6,4;7,5;7,6;8,6;5,6;5,5;5,4;7,7"
20250319122724,13,ai,"3,6",miss,2025-03-19 12:28:08,"8,4;5,5;4,5;4,4;6,5;5,6;5,7;6,7;5,8;4,6;3,5;5,4;3,6"
20250319122724,14,player,"7,8",hit,2025-03-19 12:28:09,"4,5;6,3;6,6;6,7;6,5;6,4;7,5;7,6;8,6;5,6;5,5;5,4;7,7;7,8"
20250319122724,14,ai,"5,9",sunk,2025-03-19 12:28:11,"8,4;5,5;4,5;4,4;6,5;5,6;5,7;6,7;5,8;4,6;3,5;5,4;3,6;5,9"
20250319122724,15,player,"7,9",sunk,2025-03-19 12:28:12,"4,5;6,3;6,6;6,7;6,5;6,4;7,5;7,6;8,6;5,6;5,5;5,4;7,7;7,8;7,9"
